time, speed, delta_speed_average, delta_speed_prev
97676, -30, -0.2, -3.6
97686, -29, -1.6, -0.2
97695, -19, -1.4, -1.6
97699, -20, 0.2, -1.4
97706, -50, -4.6, 0.2
97713, -50, -4.0, -4.6
97721, -58, -5.8, -4.0
97729, -56, -7.4, -5.8
97739, -56, -7.2, -7.4
97748, -55, -1.0, -7.2
97756, -56, -1.2, -1.0
97764, -69, -2.2, -1.2
97769, -88, -6.4, -2.2
97777, -92, -7.2, -6.4
97785, -81, -5.2, -7.2
97794, -80, -4.8, -5.2
97802, -81, -2.4, -4.8
97817, -107, -3.8, -2.4
97824, -102, -2.0, -3.8
97839, -83, -0.4, -2.0
97852, -97, -3.4, -0.4
97858, -97, -3.2, -3.4
97866, -106, 0.2, -3.2
97874, -107, -1.0, 0.2
97883, -94, -2.2, -1.0
97891, -91, 1.2, -2.2
97899, -85, 2.4, 1.2
97908, -89, 3.4, 2.4
97916, -90, 3.4, 3.4
97923, -88, 1.2, 3.4
97929, -81, 2.0, 1.2
97937, -66, 3.8, 2.0
97947, -59, 6.0, 3.8
97955, -60, 6.0, 6.0
97963, -61, 5.4, 6.0
97968, -69, 2.4, 5.4
97976, -78, -2.4, 2.4
97983, -74, -3.0, -2.4
97991, -62, -0.4, -3.0
97999, -47, 2.8, -0.4
98006, -54, 3.0, 2.8
98015, -69, 1.8, 3.0
98024, -74, 0.0, 1.8
98032, -72, -5.0, -2.6
98041, -52, 0.4, -5.0
98050, -45, 4.8, 0.4
98058, -43, 6.2, 4.8
98066, -39, 7.2, 6.2
98074, -70, 0.4, 7.2
98079, -74, -4.4, 0.4
98087, -49, -0.8, -4.4
98094, -50, -1.4, -0.8
98101, -28, 2.2, -1.4
98109, -35, 7.0, 2.2
98118, -52, 4.4, 7.0
98127, -57, -1.6, 4.4
98135, -48, 0.4, -1.6
98140, -36, -1.6, 0.4
98148, -31, 0.8, -1.6
98157, -28, 4.8, 0.8
98164, -48, 1.8, 4.8
98171, -47, 0.2, 1.8
98180, -32, 0.8, 0.2
98188, -15, 3.2, 0.8
98197, -2, 5.2, 3.2
98205, -6, 8.4, 5.2
98210, -16, 6.2, 8.4
98228, -28, 0.8, 6.2
98248, -7, 1.6, 0.8
98271, 16, 3.6, 1.6
98281, 10, 3.2, 3.6
98299, 10, 5.2, 3.2
98308, 20, 9.6, 5.2
98318, 33, 8.0, 9.6
98326, 35, 3.8, 8.0
98335, 35, 5.0, 3.8
98344, 38, 5.6, 5.0
98356, 42, 4.4, 5.6
98365, 49, 3.2, 4.4
98373, 47, 2.4, 3.2
98381, 55, 4.0, 2.4
98391, 63, 5.0, 4.0
98401, 63, 4.2, 5.0
98410, 63, 2.8, 4.2
98420, 62, 3.0, 2.8
98429, 66, 2.2, 3.0
98438, 71, 1.6, 2.2
98446, 77, 2.8, 1.6
98457, 78, 3.0, 2.8
98466, 79, 3.4, 3.0
98474, 78, 2.4, 3.4
98481, 78, 1.4, 2.4
98491, 83, 1.2, 1.4
98501, 86, 1.6, 1.2
98510, 86, 1.4, 1.6
98517, 84, 1.2, 1.4
98526, 84, 1.2, 1.2
98536, 86, 0.6, 1.2
98545, 89, 0.6, 0.6
98555, 93, 1.4, 0.6
98563, 90, 1.2, 1.4
98568, 90, 1.2, 1.2
98576, 90, 0.8, 1.2
98584, 89, 0.0, 0.8
98595, 91, 0.2, -0.8
98607, 93, 0.6, 0.2
98616, 87, -0.6, 0.6
98630, 78, -2.2, -0.6
98639, 90, 0.2, -2.2
98647, 94, 0.6, 0.2
98666, 93, 0.0, 0.6
98676, 82, 0.8, -3.0
98687, 80, -2.0, 0.8
98698, 85, -1.8, -2.0
98709, 69, -4.8, -1.8
98717, 65, -1.4, -4.8
98726, 76, -1.2, -1.4
98735, 59, -4.2, -1.2
98744, 43, -8.4, -4.2
98751, 41, -5.6, -8.4
98763, 56, -1.8, -5.6
98770, 60, -3.2, -1.8
98779, 31, -5.6, -3.2
98788, 31, -2.4, -5.6
98798, 27, -2.8, -2.4
98808, 17, -7.8, -2.8
98816, 28, -6.4, -7.8
98825, 26, -1.0, -6.4
98835, 27, -0.8, -1.0
98844, 8, -3.8, -0.8
98853, 28, 2.2, -3.8
98863, 2, -5.2, 2.2
98871, -21, -9.4, -5.2
98880, 0, -5.4, -9.4
98889, 7, -1.6, -5.4
98898, 7, -5.6, -1.6
98909, -1, -2.0, -5.6
98919, 1, 3.0, -2.0
98929, -8, -3.0, 3.0
98936, -17, -4.8, -3.0
98945, -12, -3.8, -4.8
98949, -16, -3.0, -3.8
98958, -11, -2.4, -3.0
98967, -12, -0.8, -2.4
98975, -14, 0.6, -0.8
98982, -16, -0.8, 0.6
98990, -28, -2.4, -0.8
98999, -20, -1.8, -2.4
99007, -12, 0.0, -1.8
99031, -21, -1.0, -1.4
99040, -39, -2.2, -1.0
99050, -25, -1.0, -2.2
99064, -29, -3.4, -1.0
99071, -45, -4.8, -3.4
99080, -44, -4.6, -4.8
99088, -27, 2.4, -4.6
99097, -52, -5.4, 2.4
99101, -45, -3.2, -5.4
99115, -51, -1.2, -3.2
99119, -48, -0.8, -1.2
99127, -44, -3.4, -0.8
99136, -56, -0.8, -3.4
99143, -68, -4.6, -0.8
99148, -75, -4.8, -4.6
99155, -89, -8.199999999999999, -4.8
99164, -88, -8.800000000000001, -8.199999999999999
99170, -83, -5.4, -8.800000000000001
99178, -60, 1.6, -5.4
99186, -66, 1.8, 1.6
99190, -87, 0.4, 1.8
99198, -86, 0.4, 0.4
99206, -107, -4.8, 0.4
99214, -100, -8.0, -4.8
99223, -86, -4.0, -8.0
99229, -83, 0.8, -4.0
99236, -68, 3.6, 0.8
99243, -76, 6.2, 3.6
99250, -94, 1.2, 6.2
99257, -112, -5.2, 1.2
99267, -123, -8.0, -5.2
99275, -99, -6.2, -8.0
99281, -84, -1.6, -6.2
99290, -81, 2.6, -1.6
99299, -110, 0.4, 2.6
99320, -118, 1.0, 0.4
99331, -55, 8.800000000000001, 1.0
99338, -75, 1.8, 8.800000000000001
99346, -101, -4.0, 1.8
99355, -96, 2.8, -4.0
99363, -93, 5.0, 2.8
99374, -41, 2.8, 5.0
99381, -51, 4.8, 2.8
99390, -79, 4.4, 4.8
99399, -91, 1.0, 4.4
99407, -39, 10.8, 1.0
99415, 11, 10.4, 10.8
99438, -53, -0.4, 10.4
99447, -67, 2.4, -0.4
99451, -51, 8.0, 2.4
99459, -44, -1.0, 8.0
99476, -60, -14.2, -1.0
99483, -44, 1.8, -14.2
99491, -51, 3.2, 1.8
99502, -45, 1.2, 3.2
99510, -23, 4.2, 1.2
99514, -28, 6.4, 4.2
99525, -55, -2.2, 6.4
99531, -44, 1.4, -2.2
99539, -21, 4.8, 1.4
99547, -14, 1.8, 4.8
99554, -17, 2.2, 1.8
99562, -19, 7.2, 2.2
99567, -32, 2.4, 7.2
99576, -12, 1.8, 2.4
99583, -28, -2.8, 1.8
99590, -23, -1.2, -2.8
99598, -9, 2.0, -1.2
99606, 1, 6.6, 2.0
99615, 8, 4.0, 6.6
99626, -10, 3.6, 4.0
99635, -13, 2.0, 3.6
99644, 2, 2.2, 2.0
99654, 11, 2.0, 2.2
99663, 38, 6.0, 2.0
99674, 29, 7.8, 6.0
99682, 30, 8.6, 7.8
99691, 23, 4.2, 8.6
99700, 30, 3.8, 4.2
99709, 40, 0.4, 3.8
99717, 46, 3.4, 0.4
99727, 48, 3.6, 3.4
99736, 43, 4.0, 3.6
99746, 39, 1.8, 4.0
99754, 62, 4.4, 1.8
99763, 60, 2.8, 4.4
99771, 70, 4.4, 2.8
99780, 67, 4.8, 4.4
99790, 69, 6.0, 4.8
99801, 70, 1.6, 6.0
99810, 70, 2.0, 1.6
99819, 75, 1.0, 2.0
99830, 81, 2.8, 1.0
99839, 80, 2.2, 2.8
99857, 79, 1.8, 2.2
99871, 80, 2.0, 1.8
99885, 86, 2.2, 2.0
99897, 88, 1.4, 2.2
99906, 88, 1.6, 1.4
99915, 87, 1.6, 1.6
99921, 89, 1.8, 1.6
99930, 91, 1.0, 1.8
99945, 89, 0.2, 1.0
99953, 88, 0.0, 0.2
99965, 86, -1.0, -0.6
99974, 88, -0.2, -1.0
99986, 85, -0.6, -0.2
99995, 74, -2.6, -0.6
100002, 73, -2.6, -2.6
100011, 77, -1.8, -2.6
100020, 76, -2.4, -1.8
100030, 82, -0.6, -2.4
100039, 70, -0.8, -0.6
100048, 71, -0.4, -0.8
100058, 55, -4.4, -0.4
100067, 43, -6.6, -4.4
100076, 47, -7.0, -6.6
100086, 51, -3.8, -7.0
100096, 44, -5.4, -3.8
100105, 41, -2.8, -5.4
100110, 27, -3.2, -2.8
100118, 53, 1.2, -3.2
100128, 58, 1.4, 1.2
100138, 21, -4.6, 1.4
100146, 3, -7.6, -4.6
100154, 27, 0.0, -7.6
100168, 27, -6.2, -2.0
100178, 39, 3.6, -6.2
100188, 29, 5.2, 3.6
100198, 25, -0.4, 5.2
100206, 35, -1.6, -0.4
100212, 27, 0.0, -1.6
100221, 16, -2.6, -4.6
100235, 23, -0.4, -2.6
100240, 22, -2.6, -0.4
100256, 14, -2.6, -2.6
100275, 20, 0.8, -2.6
100287, 26, 2.0, 0.8
100299, 21, -0.4, 2.0
100307, 21, -0.2, -0.4
100317, 12, -0.4, -0.2
100340, 0, -4.0, -0.4
100351, 11, -5.4, -4.0
100360, 7, -5.2, -5.4
100368, -5, -7.6, -5.2
100376, -14, -7.6, -7.6
100381, -19, -6.2, -7.6
100390, -32, -8.6, -6.2
100399, -35, -8.4, -8.6
100408, -34, -5.8, -8.4
100415, -39, -5.0, -5.8
100422, -36, -3.4, -5.0
100430, -48, -3.2, -3.4
100439, -63, -5.6, -3.2
100447, -71, -7.4, -5.6
100454, -69, -6.0, -7.4
100461, -74, -7.6, -6.0
100470, -73, -5.0, -7.6
100479, -76, -2.6, -5.0
100488, -86, -3.0, -2.6
100496, -99, -6.0, -3.0
100500, -99, -5.0, -6.0
100509, -101, -5.6, -5.0
100517, -88, -2.4, -5.6
100524, -91, -1.0, -2.4
100530, -90, 1.8, -1.0
100541, -104, -1.0, 1.8
100549, -119, -3.6, -1.0
100556, -112, -4.8, -3.6
100565, -110, -3.8, -4.8
100570, -97, -1.4, -3.8
100578, -89, 3.0, -1.4
100586, -93, 5.2, 3.0
100594, -92, 4.0, 5.2
100601, -95, 3.0, 4.0
100610, -94, 0.6, 3.0
100617, -85, 0.8, 0.6
100624, -84, 1.8, 0.8
100633, -74, 3.6, 1.8
100637, -66, 5.8, 3.6
100655, -52, 8.4, 5.8
100660, -54, 6.2, 8.4
100668, -59, 5.0, 6.2
100686, -75, -0.2, 5.0
100697, -40, 5.2, -0.2
100706, -28, 4.8, 5.2
100715, -51, 0.6, 4.8
100723, -51, 1.6, 0.6
100730, -68, 1.4, 1.6
100737, -52, -2.4, 1.4
100747, -67, -7.8, -2.4
100758, -45, 1.2, -7.8
100766, -47, 0.8, 1.2
100770, -52, 3.2, 0.8
100779, 41, 18.6, 3.2
100787, -89, -4.4, 18.6
100794, -115, -14.0, -4.4
100803, -43, 0.8, -14.0
100811, -47, 1.0, 0.8
100820, -46, -17.4, 1.0
100827, -63, 5.2, -17.4
100836, -56, 11.8, 5.2
100840, -68, -5.0, 11.8
100854, -44, 0.6, -5.0
100862, -46, 0.0, 0.6
100870, -39, 3.4, 4.6
100879, -58, 2.0, 3.4
100888, -49, -1.0, 2.0
100898, -39, 1.4, -1.0
100916, -43, -0.6, 1.4
100921, -45, -1.2, -0.6
100929, -50, 1.6, -1.2
100936, -34, 3.0, 1.6
100946, 0, 7.8, 3.0
100956, -9, 8.6, 7.8
100963, -33, 4.2, 8.6
100969, -41, 3.6, 4.2
100977, -17, 5.2, 3.6
100986, 2, 2.2, 5.2
100994, -2, 1.4, 2.2
100998, -5, 5.6, 1.4
101007, -2, 7.8, 5.6
101016, 15, 6.4, 7.8
101024, 23, 4.2, 6.4
101031, 42, 8.800000000000001, 4.2
101040, 50, 11.0, 8.800000000000001
101057, 47, 9.800000000000001, 11.0
101077, 58, 8.6, 9.800000000000001
101086, 45, 4.4, 8.6
101099, 73, 6.2, 4.4
101109, 64, 2.8, 6.2
101118, 59, 2.4, 2.8
101127, 63, 1.0, 2.4
101135, 66, 4.2, 1.0
101147, 25, -9.6, 4.2
101157, 95, 6.2, -9.6
101166, 86, 5.4, 6.2
101171, 53, -2.0, 5.4
101180, 50, -3.2, -2.0
101189, 75, 10.0, -3.2
101197, 81, -2.8, 10.0
101208, 74, -2.4, -2.8
101216, 42, -2.2, -2.4
101225, 71, 4.2, -2.2
101233, 66, -1.8, 4.2
101241, 61, -4.0, -1.8
101250, 62, -2.4, -4.0
101260, 70, 5.6, -2.4
101268, 61, -2.0, 5.6
101277, 51, -3.0, -2.0
101286, 49, -2.4, -3.0
101295, 57, -1.0, -2.4
101303, 63, -1.4, -1.0
101317, 39, -4.4, -1.4
101325, 41, -2.0, -4.4
101335, 54, 1.0, -2.0
101363, 61, 0.8, 1.0
101374, 31, -6.4, 0.8
101383, 76, 7.4, -6.4
101393, 74, 6.6, 7.4
101401, 63, 1.8, 6.6
101411, 78, 3.4, 1.8
101419, 68, 7.4, 3.4
101431, 65, -2.2, 7.4
101440, 71, -0.6, -2.2
101448, 70, 1.4, -0.6
101466, 70, -1.6, 1.4
101472, 72, 0.8, -1.6
101480, 64, -0.2, 0.8
101488, 63, -1.6, -0.2
101496, 62, -1.6, -1.6
101504, 64, -1.2, -1.6
101509, 69, -0.6, -1.2
101519, 65, 0.2, -0.6
101528, 63, 0.0, 0.2
101540, 49, -3.0, -2.6
101550, 51, -3.6, -3.0
101560, 58, -1.4, -3.6
101570, 46, -3.4, -1.4
101579, 35, -2.8, -3.4
101588, 31, -3.6, -2.8
101598, 29, -4.4, -3.6
101607, 24, -6.8, -4.4
101617, 19, -5.4, -6.8
101627, 11, -4.8, -5.4
101635, -4, -7.0, -4.8
101645, 1, -5.6, -7.0
101654, 1, -4.6, -5.6
101668, 0, -3.8, -4.6
101676, -15, -3.4, -3.8
101683, -15, -0.4, -3.4
101687, -29, -4.2, -0.4
101696, -27, -3.8, -4.2
101704, -24, -3.0, -3.8
101710, -22, -1.4, -3.0
101720, -22, -1.4, -1.4
101728, -28, 0.2, -1.4
101736, -28, -0.2, 0.2
101745, -32, -1.6, -0.2
101750, -28, -1.2, -1.6
101758, -29, -1.4, -1.2
101766, -34, -1.2, -1.4
101774, -33, -1.0, -1.2
101778, -43, -2.2, -1.0
101786, -45, -3.4, -2.2
101794, -45, -3.2, -3.4
101801, -45, -2.2, -3.2
101809, -55, -4.4, -2.2
101816, -55, -2.4, -4.4
101826, -53, -1.6, -2.4
101834, -49, -0.8, -1.6
101838, -49, -0.8, -0.8
101846, -64, -1.8, -0.8
101859, -57, -0.4, -1.8
101867, -59, -1.2, -0.4
101880, -69, -4.0, -1.2
101890, -67, -3.6, -4.0
101898, -70, -1.2, -3.6
101908, -64, -1.4, -1.2
101916, -68, -1.8, -1.4
101923, -69, 0.0, -1.8
101935, -73, -0.6, -1.2
101940, -74, -2.0, -0.6
101949, -75, -1.4, -2.0
101958, -69, 0.0, -1.4
101966, -67, 1.2, 1.2
101973, -63, 2.2, 1.2
101982, -61, 2.8, 2.2
101990, -66, 0.6, 2.8
101998, -70, -0.6, 0.6
102006, -75, -1.6, -0.6
102011, -68, -1.0, -1.6
102020, -59, 0.4, -1.0
102029, -63, 0.6, 0.4
102037, -70, 0.0, 0.6
102045, -90, -4.4, -3.0
102053, -63, -0.8, -4.4
102060, -55, 1.6, -0.8
102067, -61, 1.8, 1.6
102075, -60, 6.0, 1.8
102085, -74, 3.2, 6.0
102092, -73, -2.0, 3.2
102100, -59, -0.8, -2.0
102109, -47, 2.8, -0.8
102117, -43, 3.4, 2.8
102125, -57, 3.4, 3.4
102134, -79, -1.2, 3.4
102140, -87, -5.6, -1.2
102149, -79, -6.4, -5.6
102157, -42, 0.2, -6.4
102165, -32, 5.0, 0.2
102170, -50, 5.8, 5.0
102178, -78, 1.8, 5.8
102187, -70, 1.8, 1.8
102194, -60, -3.6, 1.8
102201, -45, -2.6, -3.6
102206, -30, 4.0, -2.6
102214, -38, 8.0, 4.0
102222, -51, 3.8, 8.0
102231, -52, 1.6, 3.8
102238, -61, -3.2, 1.6
102247, -41, -2.2, -3.2
102263, -30, 1.6, -2.2
102277, -43, 1.6, 1.6
102287, -39, 2.6, 1.6
102298, -36, 5.0, 2.6
102306, -16, 5.0, 5.0
102316, -12, 3.6, 5.0
102325, -2, 8.199999999999999, 3.6
102337, 3, 8.4, 8.199999999999999
102341, -13, 4.6, 8.4
102349, -29, -2.6, 4.6
102357, -12, 0.0, -2.6
102366, -1, -0.8, -0.8
102375, 5, 3.6, -0.8
102396, 7, 7.2, 3.6
102403, 13, 5.0, 7.2
102411, 24, 6.0, 5.0
102420, 27, 5.6, 6.0
102430, 34, 5.8, 5.6
102444, 26, 3.8, 5.8
102451, 26, 2.6, 3.8
102465, 31, 1.4, 2.6
102469, 35, 1.6, 1.4
102477, 42, 1.6, 1.6
102486, 42, 3.2, 1.6
102496, 51, 5.0, 3.2
102504, 55, 4.8, 5.0
102511, 63, 5.6, 4.8
102519, 62, 4.0, 5.6
102529, 53, 2.2, 4.0
102538, 51, 0.0, 2.2
102548, 57, -1.2, 0.4
102557, 62, 0.0, -1.2
102567, 73, 4.4, 4.0
102575, 59, 0.4, 4.4
102583, 50, -1.4, 0.4
102594, 48, -2.8, -1.4
102603, 85, 2.4, -2.8
102611, 100, 5.4, 2.4
102620, 99, 8.0, 5.4
102631, 56, 1.2, 8.0
102642, 59, 2.2, 1.2
102650, 66, -3.8, 2.2
102676, 102, 0.4, -3.8
102686, 88, -2.2, 0.4
102701, 62, 1.2, -2.2
102709, 69, 2.0, 1.2
102719, 74, 1.6, 2.0
102730, 77, -5.0, 1.6
102744, 72, -3.2, -5.0
102753, 91, 5.8, -3.2
102761, 80, 2.2, 5.8
102770, 64, -2.0, 2.2
102778, 52, -5.0, -2.0
102787, 56, -3.2, -5.0
102797, 74, -3.4, -3.2
102805, 86, 1.2, -3.4
102813, 85, 4.2, 1.2
102821, 45, -1.4, 4.2
102831, 38, -3.6, -1.4
102840, 52, -4.4, -3.6
102850, 49, -7.4, -4.4
102859, 64, -4.2, -7.4
102868, 23, -4.4, -4.2
102877, 33, -1.0, -4.4
102886, 43, -1.8, -1.0
102897, 41, -1.6, -1.8
102906, 39, -5.0, -1.6
102915, 14, -1.8, -5.0
102920, 16, -3.4, -1.8
102929, 16, -5.4, -3.4
102938, 26, -3.0, -5.4
102948, 31, -1.6, -3.0
102957, 31, 3.4, -1.6
102966, 0, -3.2, 3.4
102977, -1, -3.2, -3.2
102986, 3, -4.4, -3.2
102997, 11, -3.8, -4.4
103006, 20, -2.0, -3.8
103016, 22, 4.6, -2.0
103024, 15, 3.2, 4.6
103034, 5, 0.4, 3.2
103040, -2, -2.6, 0.4
103050, -7, -5.4, -2.6
103078, 7, -3.0, -5.4
103088, -2, -3.4, -3.0
103099, -2, -1.4, -3.4
103108, -8, -1.2, -1.4
103116, -28, -4.2, -1.2
103119, -28, -7.0, -4.2
103131, -29, -5.4, -7.0
103140, -10, -1.6, -5.4
103149, -9, -0.2, -1.6
103159, -19, 1.8, -0.2
103168, -35, -1.4, 1.8
103176, -40, -2.2, -1.4
103181, -39, -5.8, -2.2
103189, -47, -7.6, -5.8
103197, -51, -6.4, -7.6
103206, -46, -2.2, -6.4
103214, -44, -0.8, -2.2
103221, -49, -2.0, -0.8
103229, -55, -1.6, -2.0
103236, -59, -1.6, -1.6
103244, -57, -2.2, -1.6
103253, -54, -2.0, -2.2
103258, -60, -2.2, -2.0
103266, -62, -1.4, -2.2
103273, -67, -1.6, -1.4
103280, -67, -2.0, -1.6
103288, -75, -4.2, -2.0
103297, -77, -3.4, -4.2
103306, -79, -3.4, -3.4
103311, -78, -2.2, -3.4
103319, -76, -1.8, -2.2
103327, -75, 0.0, -1.8
103336, -73, 1.2, 0.6
103343, -75, 0.6, 1.2
103352, -80, -0.8, 0.6
103360, -73, 0.4, -0.8
103369, -68, 1.2, 0.4
103376, -67, 1.2, 1.2
103381, -76, -0.2, 1.2
103388, -84, -0.8, -0.2
103397, -85, -2.4, -0.8
103405, -83, -3.0, -2.4
103413, -81, -2.8, -3.0
103421, -75, 0.2, -2.8
103440, -92, -1.6, 0.2
103449, -78, 1.4, -1.6
103458, -74, 1.8, 1.4
103471, -80, 0.2, 1.8
103478, -98, -4.6, 0.2
103498, -54, 7.6, -4.6
103508, -62, 3.2, 7.6
103516, -63, 2.2, 3.2
103525, -63, 3.4, 2.2
103532, -65, 6.6, 3.4
103539, -63, -1.8, 6.6
103549, -59, 0.6, -1.8
103558, -44, 3.8, 0.6
103567, -34, 5.8, 3.8
103575, -36, 5.8, 5.8
103579, -42, 4.2, 5.8
103588, -38, 4.2, 4.2
103595, -43, 0.2, 4.2
103603, -49, -3.0, 0.2
103612, -45, -1.8, -3.0
103621, -13, 5.8, -1.8
103631, -1, 7.4, 5.8
103638, -12, 6.2, 7.4
103646, -41, 1.6, 6.2
103656, -39, 1.2, 1.6
103670, 0, 2.6, 1.2
103688, -1, 0.2, 2.6
103699, -8, 1.0, 0.2
103711, -16, 5.2, 1.0
103721, 7, 9.4, 5.2
103728, -27, -5.2, 9.4
103739, -3, -0.4, -5.2
103750, 93, 20.2, -0.4
103763, 4, 4.0, 20.2
103772, -8, -3.0, 4.0
103790, 19, 9.199999999999999, -3.0
103805, 7, 2.0, 9.199999999999999
103816, 13, -16.0, 2.0
103827, 29, 5.0, -16.0
103839, 41, 9.800000000000001, 5.0
103848, 29, 2.0, 9.800000000000001
103857, 9, 0.4, 2.0
103877, 36, 4.6, 0.4
103887, 30, 0.2, 4.6
103896, 45, 0.8, 0.2
103905, 47, 3.6, 0.8
103914, 32, 4.6, 3.6
103928, 34, -0.4, 4.6
103939, 100, 14.0, -0.4
103949, 51, 1.2, 14.0
103959, 64, 3.4, 1.2
103968, 64, 6.4, 3.4
103977, 67, 6.6, 6.4
103988, 65, -7.0, 6.6
104000, 70, 3.8, -7.0
104011, 72, 1.6, 3.8
104023, 79, 3.0, 1.6
104031, 73, 1.2, 3.0
104040, 75, 2.0, 1.2
104049, 76, 1.2, 2.0
104060, 81, 1.8, 1.2
104069, 96, 3.4, 1.8
104077, 102, 5.8, 3.4
104086, 95, 4.0, 5.8
104096, 73, -0.6, 4.0
104106, 67, -2.8, -0.6
104114, 67, -5.8, -2.8
104125, 85, -3.4, -5.8
104132, 77, -3.6, -3.4
104141, 76, 0.6, -3.6
104150, 72, 1.0, 0.6
104159, 75, 1.6, 1.0
104169, 61, -4.8, 1.6
104179, 64, -2.6, -4.8
104189, 59, -3.4, -2.6
104197, 80, 1.6, -3.4
104207, 68, -1.4, 1.6
104216, 54, -1.4, -1.4
104226, 24, -8.0, -1.4
104235, 43, -3.2, -8.0
104245, 45, -7.0, -3.2
104252, 50, -3.6, -7.0
104263, 40, -2.8, -3.6
104281, 25, 0.2, -2.8
104300, 15, -5.6, 0.2
104311, 20, -5.0, -5.6
104326, 29, -4.2, -5.0
104337, 27, -2.6, -4.2
104346, 14, -2.2, -2.6
104351, 28, 2.6, -2.2
104366, 13, -1.4, 2.6
104375, 0, -5.8, -1.4
104385, 7, -3.8, -5.8
104394, -2, -3.0, -3.8
104404, 22, -1.0, -3.0
104413, 6, -1.2, -1.0
104424, 4, 1.0, -1.2
104433, -3, -2.0, 1.0
104444, 11, 2.6, -2.0
104473, -1, -4.6, 2.6
104482, -8, -2.8, -4.6
104488, -16, -4.0, -2.8
104500, -10, -1.4, -4.0
104509, 6, -1.0, -1.4
104518, -5, -0.8, -1.0
104527, -26, -3.6, -0.8
104538, -24, -1.6, -3.6
104546, -35, -5.0, -1.6
104555, -24, -6.0, -5.0
104564, -21, -3.2, -6.0
104574, -33, -1.4, -3.2
104581, -47, -4.6, -1.4
104589, -43, -1.6, -4.6
104597, -33, -1.8, -1.6
104605, -38, -3.4, -1.8
104610, -48, -3.0, -3.4
104617, -66, -3.8, -3.0
104627, -67, -4.8, -3.8
104635, -62, -5.8, -4.8
104642, -59, -4.2, -5.8
104650, -52, -0.8, -4.2
104658, -56, 2.0, -0.8
104674, -67, 0.0, 2.0
104690, -73, -2.8, -2.2
104698, -70, -3.6, -2.8
104709, -66, -2.0, -3.6
104718, -72, -1.0, -2.0
104728, -69, 0.8, -1.0
104737, -84, -2.2, 0.8
104744, -85, -3.0, -2.2
104751, -90, -4.8, -3.0
104761, -81, -1.8, -4.8
104768, -90, -4.2, -1.8
104777, -79, 1.0, -4.2
104786, -78, 1.4, 1.0
104794, -81, 1.8, 1.4
104799, -89, -1.6, 1.8
104807, -84, 1.2, -1.6
104814, -67, 2.4, 1.2
104821, -63, 3.0, 2.4
104831, -72, 1.8, 3.0
104839, -89, 0.0, 1.8
104848, -90, -4.6, -1.2
104856, -82, -3.8, -4.6
104864, -70, 0.4, -3.8
104872, -63, 5.2, 0.4
104881, -57, 6.6, 5.2
104889, -61, 5.8, 6.6
104897, -61, 4.2, 5.8
104905, -67, 0.6, 4.2
104910, -66, -0.6, 0.6
104917, -52, 1.0, -0.6
104926, -41, 4.0, 1.0
104936, -44, 3.4, 4.0
104943, -51, 3.2, 3.4
104950, -57, 1.8, 3.2
104959, -59, -1.4, 1.8
104967, -30, 2.2, -1.4
104976, -24, 4.0, 2.2
104985, -35, 3.2, 4.0
104994, -39, 3.6, 3.2
104998, -31, 5.6, 3.6
105006, -36, -1.2, 5.6
105013, -39, -3.0, -1.2
105021, -39, -0.8, -3.0
105029, -13, 5.2, -0.8
105038, -8, 4.6, 5.2
105046, -12, 4.8, 4.6
105051, -24, 3.0, 4.8
105059, -50, -2.2, 3.0
105076, -5, 1.6, -2.2
105097, -7, 0.2, 1.6
105105, -22, -2.0, 0.2
105115, -23, 0.2, -2.0
105126, 1, 10.2, 0.2
105136, 0, 1.0, 10.2
105148, -1, 1.4, 1.0
105160, 7, 6.0, 1.4
105169, 22, 9.199999999999999, 6.0
105179, 7, 1.4, 9.199999999999999
105188, 20, 4.2, 1.4
105198, 10, 2.2, 4.2
105208, 2, -1.0, 2.2
105216, 14, -1.6, -1.0
105226, 19, 2.4, -1.6
105235, 38, 3.6, 2.4
105245, 47, 7.4, 3.6
105255, 45, 8.6, 7.4
105263, 24, 2.0, 8.6
105273, 53, 6.8, 2.0
105281, 54, 3.2, 6.8
105293, 63, 3.2, 3.2
105300, 69, 4.8, 3.2
105309, 60, 7.2, 4.8
105318, 52, -0.2, 7.2
105328, 53, -0.2, -0.2
105337, 65, 0.4, -0.2
105346, 75, 1.2, 0.4
105356, 72, 2.4, 1.2
105364, 66, 2.8, 2.4
105373, 59, 1.2, 2.8
105381, 64, -0.2, 1.2
105392, 85, 2.0, -0.2
105400, 98, 5.2, 2.0
105409, 87, 4.2, 5.2
105420, 74, 3.0, 4.2
105428, 69, 1.0, 3.0
105438, 76, -1.8, 1.0
105448, 89, -1.8, -1.8
105458, 95, 1.6, -1.8
105466, 92, 3.6, 1.6
105480, 80, 2.2, 3.6
105508, 71, -1.0, 2.2
105522, 90, 0.2, -1.0
105538, 79, -3.2, 0.2
105551, 56, -7.2, -3.2
105563, 76, -0.8, -7.2
105574, 80, 1.8, -0.8
105583, 72, -3.6, 1.8
105591, 56, -4.6, -3.6
105601, 50, -1.2, -4.6
105610, 51, -5.0, -1.2
105619, 41, -7.8, -5.0
105642, 47, -5.0, -7.8
105653, 55, -0.2, -5.0
105669, 29, -4.2, -0.2
105681, 6, -9.0, -4.2
105694, 8, -6.6, -9.0
105706, 35, -2.4, -6.6
105716, 13, -8.4, -2.4
105726, 8, -4.2, -8.4
